ffa .fem-flight-attendants-light-168.jpg
 	Label 	 Score
4	Aviation 	 83.53121280670166 
5	Air travel 	 82.50505328178406 
6	Smile 	 81.85863494873047 
7	Travel 	 79.8317551612854 
8	Electric blue 	 75.3616213798523 
9	Monoplane 	 73.27020764350891 
	Object 	 Score
0	Pants 	 92.69788265228271 
1	Person 	 79.67347502708435 
2	Top 	 78.65204215049744 


mfa .Flight_attendant_Male_Light80.png
 	Label 	 Score
0	Outerwear 	 95.42487859725952 
1	Dress shirt 	 89.27811980247498 
2	Neck 	 87.3604953289032 
3	Sleeve 	 87.24439144134521 
4	Gesture 	 85.2604866027832 
5	Flash photography 	 84.29057002067566 
6	Collar 	 84.12888050079346 
7	Blazer 	 78.27671766281128 
8	Tie 	 76.85381174087524 
9	White-collar worker 	 76.64756178855896 
	Object 	 Score
0	Tie 	 94.91664171218872 
1	Person 	 87.6362681388855 
2	Outerwear 	 79.24516201019287 


mfa .Flight_attendant_Male_Light79.png
 	Label 	 Score
0	Watch 	 90.6636893749237 
1	Automotive design 	 88.28322291374207 
2	Aircraft 	 84.77321267127991 
3	Collar 	 83.82788896560669 
4	Tie 	 81.023108959198 
5	Air travel 	 80.94170689582825 
6	Flight attendant 	 80.00373840332031 
7	Airplane 	 75.04448294639587 
8	Aerospace manufacturer 	 74.89495277404785 
9	White-collar worker 	 74.61777925491333 
	Object 	 Score
0	Tie 	 92.8856372833252 
1	Glasses 	 89.36426639556885 
2	Person 	 83.30808877944946 
3	Person 	 56.428712606430054 


mfa .Flight_attendant_Male_Light78.png
 	Label 	 Score
0	Forehead 	 98.46563935279846 
1	Chin 	 96.66926264762878 
2	Jaw 	 88.26755285263062 
3	Collar 	 82.53664374351501 
4	Travel 	 79.46442365646362 
5	Smile 	 78.75325083732605 
6	Aircraft 	 76.92294120788574 
7	Air travel 	 76.85604095458984 
8	Eyewear 	 76.22383832931519 
9	Happy 	 75.97942352294922 
	Object 	 Score
0	Tie 	 94.33346390724182 
1	Person 	 79.29443717002869 


mfa .Flight_attendant_Male_Light77.png
 	Label 	 Score
0	Smile 	 91.6512668132782 
1	Sleeve 	 83.94966125488281 
2	Air travel 	 82.85925388336182 
3	Collar 	 82.8391969203949 
4	Airplane 	 80.89452981948853 
5	Engineering 	 75.97062587738037 
6	Public transport 	 73.88122081756592 
7	Airliner 	 72.68393635749817 
8	Aircraft 	 72.01310992240906 
9	Blazer 	 71.68654203414917 
	Object 	 Score
0	Pants 	 95.55804133415222 
1	Outerwear 	 93.53765845298767 
2	Person 	 92.04869866371155 
3	Shoe 	 79.79090809822083 
4	Tie 	 74.58273768424988 
5	Person 	 72.43687510490417 


mfa .Flight_attendant_Male_Light76.png
 	Label 	 Score
0	Smile 	 96.0942029953003 
1	Vehicle 	 91.26448035240173 
2	Aircraft 	 90.76420664787292 
3	Mode of transport 	 86.16294264793396 
4	Aviation 	 83.80653858184814 
5	Aerospace manufacturer 	 83.43937397003174 
6	Airplane 	 83.0878734588623 
7	Air travel 	 82.73649215698242 
8	Travel 	 81.56829476356506 
9	Window 	 78.90395522117615 
	Object 	 Score
0	Pants 	 95.03167867660522 
1	Tie 	 91.46309494972229 
2	Person 	 87.4951183795929 
3	Top 	 81.11329078674316 


mfa .Flight_attendant_Male_Light75.png
 	Label 	 Score
0	Smile 	 97.67703413963318 
1	Automotive design 	 88.35461139678955 
2	Air travel 	 86.3631546497345 
3	Sleeve 	 84.30227041244507 
4	Collar 	 83.9226245880127 
5	Vehicle 	 82.24101662635803 
6	Airplane 	 82.14294910430908 
7	Aircraft 	 80.35387992858887 
8	Travel 	 78.13622951507568 
9	Aircraft cabin 	 75.70000886917114 
	Object 	 Score
0	Tie 	 96.7232882976532 
1	Person 	 91.10838174819946 
2	Chair 	 55.647146701812744 
3	Luggage & bags 	 50.58826208114624 


mfa .Flight_attendant_Male_Light74.png
 	Label 	 Score
0	Watch 	 97.31110334396362 
1	Smile 	 96.8601405620575 
2	Gesture 	 85.26047468185425 
3	Motor vehicle 	 81.67563080787659 
4	Automotive design 	 78.7915587425232 
5	Clock 	 78.16676497459412 
6	Air travel 	 77.81782746315002 
7	Gas 	 77.64045000076294 
8	Vehicle 	 77.2868812084198 
9	Machine 	 73.58276844024658 
	Object 	 Score
0	Tie 	 92.00373888015747 
1	Person 	 86.72804832458496 
2	Top 	 57.913726568222046 
3	Home appliance 	 55.07862567901611 


mfa .Flight_attendant_Male_Light73.png
 	Label 	 Score
0	Shoulder 	 93.61497163772583 
1	Eye 	 93.40925812721252 
2	Gesture 	 85.2604866027832 
3	Gadget 	 85.02904176712036 
4	Beard 	 80.42154908180237 
5	Audio equipment 	 79.98197674751282 
6	Eyelash 	 77.59236097335815 
7	Elbow 	 75.23462176322937 
8	Electronic device 	 74.50496554374695 
9	T-shirt 	 74.36617612838745 
	Object 	 Score
0	Tie 	 93.45945119857788 
1	Person 	 82.39088654518127 


mfa .Flight_attendant_Male_Light72.png
 	Label 	 Score
0	Forehead 	 98.46563935279846 
1	Head 	 97.24613428115845 
2	Chin 	 96.80107235908508 
3	Shoulder 	 94.67356204986572 
4	Eyebrow 	 94.63663101196289 
5	Photograph 	 94.14311051368713 
6	Eye 	 93.51236820220947 
7	Muscle 	 91.72672629356384 
8	Dress shirt 	 90.33801555633545 
9	Neck 	 89.29112553596497 
	Object 	 Score
0	Tie 	 94.56028342247009 
1	Shirt 	 72.1406102180481 
2	Person 	 69.89011764526367 


mfa .Flight_attendant_Male_Light71.png
 	Label 	 Score
0	Tire 	 97.95719981193542 
1	Wheel 	 97.1464216709137 
2	Automotive tire 	 92.01605319976807 
3	Blue 	 91.39472842216492 
4	Motor vehicle 	 89.63289260864258 
5	Automotive design 	 88.82367014884949 
6	Tread 	 86.43302917480469 
7	Yellow 	 85.32714247703552 
8	Suit 	 82.861328125 
9	Thigh 	 82.15905427932739 
	Object 	 Score
0	Pants 	 94.72840428352356 
1	Outerwear 	 88.09680342674255 
2	Tire 	 87.92865872383118 
3	Shoe 	 80.70890307426453 
4	Tire 	 78.54285836219788 
5	Tire 	 78.19646000862122 
6	Person 	 77.93199419975281 
7	Person 	 76.76674723625183 
8	Luggage & bags 	 65.4533326625824 
9	Tire 	 60.41487455368042 


mfa .Flight_attendant_Male_Light70.png
 	Label 	 Score
0	Glasses 	 97.94787168502808 
1	Smile 	 95.3885018825531 
2	Vision care 	 91.16581082344055 
3	Standing 	 86.42165660858154 
4	Suit 	 78.65087985992432 
5	Blazer 	 78.2702088356018 
6	Formal wear 	 75.37115216255188 
7	Electric blue 	 75.2348780632019 
8	White-collar worker 	 73.77581000328064 
9	Event 	 71.66255712509155 
	Object 	 Score
0	Glasses 	 95.12842297554016 
1	Outerwear 	 80.95625042915344 
2	Person 	 80.84392547607422 


mfa .Flight_attendant_Male_Light69.png
 	Label 	 Score
0	Sky 	 93.21470856666565 
1	Aircraft 	 92.72055625915527 
2	Vehicle 	 91.86641573905945 
3	Aviation 	 88.37917447090149 
4	Air travel 	 87.22527623176575 
5	Airplane 	 86.82121634483337 
6	Workwear 	 86.50012612342834 
7	Aerospace manufacturer 	 82.83271193504333 
8	Travel 	 81.78045153617859 
9	Airliner 	 76.90885663032532 
	Object 	 Score
0	Person 	 84.36421751976013 
1	Pants 	 70.07439136505127 


mfa .Flight_attendant_Male_Light68.png
 	Label 	 Score
0	Vehicle 	 92.77341365814209 
1	Aircraft 	 91.84136986732483 
2	Sky 	 87.28518486022949 
3	Airplane 	 86.21312975883484 
4	Aerospace manufacturer 	 84.28746461868286 
5	Air travel 	 83.1115186214447 
6	Aviation 	 82.17238187789917 
7	Motor vehicle 	 79.7764539718628 
8	Cloud 	 78.7926435470581 
9	Travel 	 78.65719199180603 
	Object 	 Score
0	Person 	 89.66869711875916 
1	Tie 	 89.57900404930115 
2	Pants 	 87.81073689460754 


mfa .Flight_attendant_Male_Light67.png
 	Label 	 Score
0	Suit trousers 	 98.10577034950256 
1	Hairstyle 	 95.09009122848511 
2	Tire 	 95.07126212120056 
3	Wheel 	 92.3530101776123 
4	Muscle 	 91.60575866699219 
5	Dress shirt 	 90.63134789466858 
6	Tie 	 90.3659999370575 
7	Automotive tire 	 89.12360072135925 
8	Tread 	 88.69459629058838 
9	Sleeve 	 87.24504113197327 
	Object 	 Score
0	Tie 	 94.65979337692261 
1	Person 	 86.33009791374207 
2	Outerwear 	 83.20141434669495 
3	Tire 	 82.9732358455658 


mfa .Flight_attendant_Male_Light66.png
 	Label 	 Score
0	Smile 	 90.80118536949158 
1	Air travel 	 86.00162863731384 
2	Mode of transport 	 85.23905873298645 
3	Aircraft cabin 	 81.95769786834717 
4	Airplane 	 81.8293571472168 
5	Vehicle 	 80.38849234580994 
6	Comfort 	 78.67240309715271 
7	Travel 	 78.24749946594238 
8	Passenger 	 77.33304500579834 
9	Airline 	 74.80486035346985 
	Object 	 Score
0	Pants 	 94.50817108154297 
1	Person 	 89.40824866294861 
2	Tie 	 84.82036590576172 
3	Shoe 	 52.71662473678589 


mfa .Flight_attendant_Male_Light65.png
 	Label 	 Score
0	Sky 	 94.9805200099945 
1	Aircraft 	 91.75149202346802 
2	Automotive tire 	 91.6215717792511 
3	Vehicle 	 90.82028865814209 
4	Airplane 	 84.95485186576843 
5	Aviation 	 84.1117262840271 
6	Jet engine 	 82.63101577758789 
7	Propeller 	 81.22966289520264 
8	Aircraft engine 	 81.0340404510498 
9	Turbine 	 79.42410707473755 
	Object 	 Score
0	Pants 	 84.1920256614685 
1	Shoe 	 82.3252022266388 
2	Person 	 79.49299812316895 
3	Person 	 76.39052867889404 
4	Outerwear 	 72.89933562278748 
5	Shoe 	 72.89213538169861 


mfa .Flight_attendant_Male_Light64.png
 	Label 	 Score
0	Cloud 	 95.97989320755005 
1	Sky 	 93.44261884689331 
2	Dress shirt 	 90.2636170387268 
3	Tie 	 89.06978368759155 
4	Flash photography 	 87.20457553863525 
5	Gesture 	 85.2604866027832 
6	Aircraft 	 81.3328504562378 
7	Happy 	 80.54353594779968 
8	Beard 	 80.16828298568726 
9	Travel 	 78.50964069366455 
	Object 	 Score
0	Tie 	 94.98927593231201 
1	Person 	 81.07057809829712 


mfa .Flight_attendant_Male_Light63.png
 	Label 	 Score
0	Smile 	 95.09477615356445 
1	Sky 	 87.88107633590698 
2	Tie 	 86.62428259849548 
3	Aircraft 	 83.93514752388 
4	Travel 	 82.85902142524719 
5	Air travel 	 81.27931952476501 
6	Dress shirt 	 79.56215143203735 
7	Blazer 	 78.23730707168579 
8	Aviation 	 77.7428925037384 
9	Vehicle 	 76.66985988616943 
	Object 	 Score
0	Tie 	 94.72337365150452 
1	Person 	 85.18435955047607 
2	Outerwear 	 83.30354690551758 


mfa .Flight_attendant_Male_Light62.png
 	Label 	 Score
0	Cloud 	 95.86939811706543 
1	Smile 	 95.64347267150879 
2	Photograph 	 94.15313601493835 
3	Sky 	 92.64070987701416 
4	Dress shirt 	 88.81590366363525 
5	Tie 	 88.43194246292114 
6	Coat 	 86.01283431053162 
7	Aircraft 	 85.94857454299927 
8	Air travel 	 84.68739986419678 
9	Vehicle 	 84.11058187484741 
	Object 	 Score
0	Tie 	 97.29706048965454 
1	Person 	 89.82386589050293 
2	Outerwear 	 58.90184044837952 


mfa .Flight_attendant_Male_Light61.png
 	Label 	 Score
0	Vehicle 	 95.25545239448547 
1	Aircraft 	 93.34021210670471 
2	Automotive tire 	 91.78029894828796 
3	Airplane 	 87.01508045196533 
4	Jet engine 	 86.70101761817932 
5	Automotive design 	 84.75445508956909 
6	Aviation 	 84.57390666007996 
7	Air travel 	 83.83573293685913 
8	Wheel 	 83.66778492927551 
9	Aerospace manufacturer 	 83.47456455230713 
	Object 	 Score
0	Pants 	 91.59151315689087 
1	Person 	 82.90722966194153 
2	Outerwear 	 82.16732144355774 


mfa .Flight_attendant_Male_Light60.png
 	Label 	 Score
0	Face 	 98.31443428993225 
1	Watch 	 98.27547073364258 
2	Smile 	 92.54159331321716 
3	Dress shirt 	 89.67103958129883 
4	Tie 	 88.02860975265503 
5	Sleeve 	 87.24504709243774 
6	Standing 	 86.42165660858154 
7	Gesture 	 85.2604866027832 
8	Collar 	 84.13476347923279 
9	Eyewear 	 80.86210489273071 
	Object 	 Score
0	Tie 	 96.77559733390808 
1	Person 	 90.38660526275635 
2	Outerwear 	 75.25793313980103 
3	Pants 	 70.60950994491577 


mfa .Flight_attendant_Male_Light59.png
 	Label 	 Score
0	Tire 	 96.93787097930908 
1	Wheel 	 96.44136428833008 
2	Vehicle 	 93.51001977920532 
3	Automotive tire 	 92.30324625968933 
4	Motor vehicle 	 91.62427186965942 
5	Synthetic rubber 	 89.96304869651794 
6	Tread 	 89.75436687469482 
7	Automotive design 	 88.35505843162537 
8	Alloy wheel 	 86.41251921653748 
9	Hubcap 	 85.76228618621826 
	Object 	 Score
0	Person 	 86.03620529174805 
1	Tire 	 57.223308086395264 


mfa .Flight_attendant_Male_Light58.png
 	Label 	 Score
0	Smile 	 95.91417908668518 
1	Beard 	 90.68640470504761 
2	Flash photography 	 88.1751298904419 
3	Eyewear 	 87.12040185928345 
4	Automotive design 	 86.85339689254761 
5	Vehicle 	 85.67236065864563 
6	Happy 	 85.58067083358765 
7	Gesture 	 85.2604866027832 
8	Cool 	 82.40821957588196 
9	Facial hair 	 79.48331832885742 
	Object 	 Score
0	Tie 	 96.49541974067688 
1	Person 	 80.90992569923401 
2	Packaged goods 	 53.92216444015503 


mfa .Flight_attendant_Male_Light57.png
 	Label 	 Score
0	Photograph 	 94.22019124031067 
1	Eyebrow 	 93.78166198730469 
2	White 	 92.18727946281433 
3	Beard 	 89.16749358177185 
4	Facial hair 	 80.4850161075592 
5	Electric blue 	 77.27228999137878 
6	Moustache 	 74.64215755462646 
7	Tie 	 71.42499685287476 
8	Motor vehicle 	 68.57396364212036 
9	Travel 	 66.66457056999207 
	Object 	 Score
0	Tie 	 88.84292840957642 
1	Person 	 78.12063694000244 


mfa .Flight_attendant_Male_Light56.png
 	Label 	 Score
0	Sky 	 96.84633612632751 
1	Cloud 	 91.04781150817871 
2	Blue 	 89.57079648971558 
3	Dress shirt 	 89.5108163356781 
4	Sleeve 	 87.24498152732849 
5	Gesture 	 85.2604866027832 
6	Collar 	 83.97042155265808 
7	Workwear 	 83.13535451889038 
8	Travel 	 82.64271020889282 
9	Flash photography 	 80.18065690994263 
	Object 	 Score
0	Tie 	 96.20770215988159 
1	Pants 	 90.14554619789124 
2	Person 	 83.31279754638672 
3	Top 	 57.42015242576599 


mfa .Flight_attendant_Male_Light55.png
 	Label 	 Score
0	Smile 	 96.47798538208008 
1	Outerwear 	 95.09277939796448 
2	World 	 90.92503786087036 
3	Product 	 90.74956178665161 
4	Happy 	 82.58646726608276 
5	Cool 	 81.87910318374634 
6	Fun 	 78.2313585281372 
7	Electric blue 	 76.38139724731445 
8	Selfie 	 75.96446871757507 
9	Event 	 74.91836547851562 
	Object 	 Score
0	Belt 	 89.47364091873169 
1	Person 	 89.2134964466095 
2	Person 	 88.34889531135559 
3	Person 	 88.18185329437256 
4	Person 	 85.97652316093445 
5	Outerwear 	 80.74825406074524 
6	Top 	 76.98044776916504 
7	Pants 	 71.0425853729248 
8	Person 	 68.8457190990448 
9	Clothing 	 61.64580583572388 


mfa .Flight_attendant_Male_Light54.png
 	Label 	 Score
0	Tie 	 90.7941460609436 
1	Dress shirt 	 90.48700332641602 
2	Coat 	 90.2673602104187 
3	Sleeve 	 87.2410535812378 
4	Collar 	 84.12922620773315 
5	Flight attendant 	 81.06462955474854 
6	Suit 	 80.22923469543457 
7	Blazer 	 78.27820777893066 
8	Fashion design 	 77.11674571037292 
9	Smile 	 76.22812390327454 
	Object 	 Score
0	Tie 	 95.77460289001465 
1	Outerwear 	 90.66306948661804 
2	Person 	 89.45265412330627 


mfa .Flight_attendant_Male_Light53.png
 	Label 	 Score
0	Watch 	 92.612624168396 
1	Gesture 	 85.2604866027832 
2	Engineering 	 78.77811193466187 
3	Air travel 	 77.74341702461243 
4	Service 	 76.45147442817688 
5	Automotive design 	 76.40653848648071 
6	Gas 	 75.96466541290283 
7	Aerospace engineering 	 72.51060605049133 
8	Aircraft 	 72.40171432495117 
9	Aerospace manufacturer 	 71.78953289985657 
	Object 	 Score
0	Person 	 87.70516514778137 
1	Watch 	 72.28053212165833 
2	Top 	 63.872939348220825 


mfa .Flight_attendant_Male_Light52.png
 	Label 	 Score
0	Smile 	 93.59279870986938 
1	Automotive design 	 87.98928260803223 
2	Sleeve 	 87.24383115768433 
3	Dress shirt 	 85.0928246974945 
4	Collar 	 84.00816917419434 
5	Blazer 	 78.21442484855652 
6	Travel 	 77.29300260543823 
7	Electric blue 	 76.07400417327881 
8	Motor vehicle 	 75.36419034004211 
9	Event 	 72.09920883178711 
	Object 	 Score
0	Pants 	 89.69148993492126 
1	Person 	 89.33720588684082 
2	Tie 	 87.89900541305542 
3	Shirt 	 71.13348245620728 
4	Belt 	 63.267940282821655 


mfa .Flight_attendant_Male_Light51.png
 	Label 	 Score
0	Aircraft 	 91.71584248542786 
1	Automotive tire 	 91.07407331466675 
2	Airplane 	 86.58369183540344 
3	Jet engine 	 84.47245955467224 
4	Aviation 	 83.65034461021423 
5	Aerospace manufacturer 	 82.68961906433105 
6	Sky 	 82.46210813522339 
7	Aircraft engine 	 79.66635823249817 
8	Automotive design 	 79.45126295089722 
9	Air travel 	 79.08186316490173 
	Object 	 Score
0	Pants 	 92.29962825775146 
1	Person 	 89.60302472114563 
2	Shoe 	 83.01804065704346 
3	Airplane 	 55.36404848098755 


mfa .Flight_attendant_Male_Light50.png
 	Label 	 Score
0	Air travel 	 86.46940588951111 
1	Aircraft cabin 	 86.22205257415771 
2	Automotive design 	 79.68698740005493 
3	Airplane 	 76.58098340034485 
4	Comfort 	 75.67080855369568 
5	Airline 	 74.76979494094849 
6	Passenger 	 73.11062812805176 
7	Aerospace engineering 	 69.84127759933472 
8	Airliner 	 67.88472533226013 
9	Public transport 	 65.3424859046936 
	Object 	 Score
0	Person 	 88.4432315826416 
1	Outerwear 	 86.47516369819641 


mfa .Flight_attendant_Male_Light49.png
 	Label 	 Score
0	Sky 	 95.90837955474854 
1	Smile 	 93.16926002502441 
2	Motor vehicle 	 91.91597700119019 
3	Vehicle 	 85.34534573554993 
4	Microphone 	 84.40189361572266 
5	Aircraft 	 83.02880525588989 
6	Airplane 	 79.49333786964417 
7	Automotive exterior 	 77.72303223609924 
8	Air travel 	 76.99740529060364 
9	Travel 	 76.7204225063324 
	Object 	 Score
0	Person 	 80.58949112892151 
1	Tie 	 50.78876614570618 


mfa .Flight_attendant_Male_Light48.png
 	Label 	 Score
0	Sunglasses 	 89.86734747886658 
1	Flash photography 	 87.81190514564514 
2	Tie 	 87.24929094314575 
3	Vision care 	 86.38275861740112 
4	Entertainment 	 83.03547501564026 
5	Beard 	 82.74818062782288 
6	Suit 	 79.38790321350098 
7	Blazer 	 78.27610969543457 
8	Formal wear 	 78.0579686164856 
9	Music artist 	 76.26379728317261 
	Object 	 Score
0	Tie 	 95.03265619277954 
1	Person 	 77.7422547340393 
2	Sunglasses 	 59.87898111343384 
3	Outerwear 	 50.39705038070679 


mfa .Flight_attendant_Male_Light47.png
 	Label 	 Score
0	Smile 	 89.68082666397095 
1	Sleeve 	 87.2366189956665 
2	Collar 	 83.95662307739258 
3	Automotive design 	 83.89774560928345 
4	Air travel 	 82.84732699394226 
5	Airplane 	 80.65004348754883 
6	Vehicle 	 80.0169050693512 
7	Flight attendant 	 79.28110361099243 
8	Electric blue 	 76.0810911655426 
9	Aircraft cabin 	 76.0557770729065 
	Object 	 Score
0	Person 	 88.37412595748901 
1	Outerwear 	 86.94552779197693 
2	Tie 	 76.94976329803467 


mfa .Flight_attendant_Male_Light46.png
 	Label 	 Score
0	Suit trousers 	 96.92631363868713 
1	Picture frame 	 93.57472658157349 
2	Dress shirt 	 90.86067080497742 
3	Neck 	 88.43581676483154 
4	Flash photography 	 87.95934915542603 
5	Sleeve 	 87.24504709243774 
6	Beard 	 85.77864170074463 
7	Grey 	 84.17966365814209 
8	Collar 	 84.14438366889954 
9	Suit 	 80.08541464805603 
	Object 	 Score
0	Tie 	 97.48669862747192 
1	Person 	 91.54714345932007 
2	Outerwear 	 84.08536911010742 
3	Pants 	 70.04430294036865 


mfa .Flight_attendant_Male_Light45.png
 	Label 	 Score
0	Dress shirt 	 90.74649810791016 
1	Sleeve 	 87.24504113197327 
2	Standing 	 86.42165660858154 
3	Gesture 	 85.2604866027832 
4	Collar 	 84.13546085357666 
5	Tie 	 80.69977760314941 
6	Suit 	 79.90633845329285 
7	Blazer 	 78.27814817428589 
8	White-collar worker 	 78.05073857307434 
9	Formal wear 	 77.9581367969513 
	Object 	 Score
0	Tie 	 93.70747208595276 
1	Person 	 93.49015951156616 
2	Outerwear 	 91.2867546081543 
3	Pants 	 86.82462573051453 
4	Table 	 71.93564772605896 
5	Luggage & bags 	 68.80236268043518 
6	Bag 	 66.2407398223877 


mfa .Flight_attendant_Male_Light44.png
 	Label 	 Score
0	Watch 	 97.86733984947205 
1	Smile 	 92.97376871109009 
2	Blue 	 89.85576629638672 
3	Sleeve 	 87.12575435638428 
4	Collar 	 83.7932288646698 
5	Air travel 	 82.98458456993103 
6	Electric blue 	 76.19069814682007 
7	Motor vehicle 	 75.93013644218445 
8	Travel 	 74.71322417259216 
9	Automotive design 	 74.38856363296509 
	Object 	 Score
0	Person 	 80.68782687187195 
1	Person 	 77.87604928016663 
2	Top 	 76.16602778434753 
3	Luggage & bags 	 53.36412191390991 


mfa .Flight_attendant_Male_Light43.png
 	Label 	 Score
0	Suit trousers 	 96.45044207572937 
1	Sky 	 95.30459642410278 
2	Aircraft 	 89.55821394920349 
3	Airplane 	 86.35194897651672 
4	Gesture 	 85.26045083999634 
5	Aviation 	 81.37170672416687 
6	Travel 	 81.0295820236206 
7	Aerospace manufacturer 	 80.1332950592041 
8	Air travel 	 78.66528034210205 
9	Blazer 	 78.20429801940918 
	Object 	 Score
0	Person 	 88.32084536552429 
1	Pants 	 85.7415497303009 
2	Outerwear 	 69.88170742988586 


mfa .Flight_attendant_Male_Light42.png
 	Label 	 Score
0	Sky 	 93.57786178588867 
1	Cloud 	 93.14168095588684 
2	Automotive tire 	 92.85801649093628 
3	Wheel 	 91.89131259918213 
4	Vehicle 	 90.96964597702026 
5	Automotive design 	 89.91749882698059 
6	Jet engine 	 87.30795979499817 
7	Aircraft 	 87.0746374130249 
8	Aviation 	 85.60324311256409 
9	Mode of transport 	 85.28533577919006 
	Object 	 Score
0	Pants 	 91.71816110610962 
1	Person 	 83.99105072021484 
2	Outerwear 	 80.28920888900757 


mfa .Flight_attendant_Male_Light41.png
 	Label 	 Score
0	Dress shirt 	 89.44562673568726 
1	Sleeve 	 87.24355697631836 
2	Flash photography 	 86.859530210495 
3	Collar 	 84.13623571395874 
4	Tie 	 82.99735188484192 
5	Automotive design 	 82.90767669677734 
6	Suit 	 79.52109575271606 
7	Blazer 	 78.27335000038147 
8	Formal wear 	 76.83897018432617 
9	Event 	 73.51590991020203 
	Object 	 Score
0	Tie 	 95.48847675323486 
1	Person 	 86.09424233436584 


mfa .Flight_attendant_Male_Light40.png
 	Label 	 Score
0	Leg 	 90.93310236930847 
1	Sky 	 88.18493485450745 
2	Aircraft 	 85.05398035049438 
3	Aviation 	 84.02622938156128 
4	Aircraft engine 	 80.03163933753967 
5	Air travel 	 78.22033762931824 
6	Flash photography 	 77.05230116844177 
7	Vehicle 	 75.64725279808044 
8	Jet engine 	 75.54354071617126 
9	Circle 	 70.7781732082367 
	Object 	 Score
0	Pants 	 92.55419969558716 
1	Person 	 80.1487684249878 
2	Person 	 77.581787109375 
3	Outerwear 	 76.29314064979553 


mfa .Flight_attendant_Male_Light39.png
 	Label 	 Score
0	Sky 	 96.34568691253662 
1	Aircraft 	 93.89709234237671 
2	Vehicle 	 93.8207745552063 
3	Airplane 	 90.67180156707764 
4	Aviation 	 88.00400495529175 
5	Air travel 	 85.86223125457764 
6	Flap 	 85.0039541721344 
7	Aerospace manufacturer 	 84.67168807983398 
8	Travel 	 83.43722224235535 
9	Airliner 	 80.49129843711853 
	Object 	 Score
0	Person 	 82.50673413276672 
1	Pants 	 51.99276804924011 


mfa .Flight_attendant_Male_Light38.png
 	Label 	 Score
0	Smile 	 96.66345119476318 
1	Sleeve 	 87.24474906921387 
2	Collar 	 84.084951877594 
3	Dress shirt 	 81.81523084640503 
4	Suit 	 80.97456693649292 
5	Blazer 	 78.27432155609131 
6	Beard 	 76.69737339019775 
7	White-collar worker 	 75.12376308441162 
8	Sportswear 	 75.00271797180176 
9	Engineering 	 74.3604063987732 
	Object 	 Score
0	Tie 	 95.20830512046814 
1	Person 	 88.03837299346924 
2	Outerwear 	 77.15730667114258 


mfa .Flight_attendant_Male_Light37.png
 	Label 	 Score
0	Cloud 	 96.14441990852356 
1	Sky 	 93.7148928642273 
2	Vehicle 	 93.12495589256287 
3	Motor vehicle 	 91.69542193412781 
4	Automotive design 	 87.54199743270874 
5	Gesture 	 85.26045680046082 
6	Automotive exterior 	 83.95741581916809 
7	Aircraft 	 82.99062252044678 
8	Air travel 	 81.76344037055969 
9	Travel 	 80.67647814750671 
	Object 	 Score
0	Pants 	 83.51510763168335 
1	Person 	 82.73978233337402 
2	Person 	 75.11186003684998 
3	Outerwear 	 73.90380501747131 
4	Shoe 	 53.49404215812683 


mfa .Flight_attendant_Male_Light36.png
 	Label 	 Score
0	Sky 	 97.45900630950928 
1	Smile 	 93.42615008354187 
2	Cloud 	 93.36431622505188 
3	Aircraft 	 90.10907411575317 
4	Vehicle 	 87.81037926673889 
5	Gesture 	 85.2604866027832 
6	Aviation 	 84.68257784843445 
7	Flag of the united states 	 83.60698819160461 
8	Aerospace manufacturer 	 82.23586082458496 
9	Flap 	 81.58709406852722 
	Object 	 Score
0	Person 	 89.54688310623169 
1	Person 	 77.31832265853882 
2	Flag 	 71.70461416244507 


mfa .Flight_attendant_Male_Light35.png
 	Label 	 Score
0	Sky 	 94.51059699058533 
1	Aircraft 	 93.08549761772156 
2	Airplane 	 90.31525254249573 
3	Aviation 	 86.90220713615417 
4	Air travel 	 84.48853492736816 
5	Aerospace manufacturer 	 84.4059944152832 
6	Travel 	 82.40915536880493 
7	Tie 	 81.91966414451599 
8	Vehicle 	 81.39067888259888 
9	Flap 	 78.59474420547485 
	Object 	 Score
0	Tie 	 85.01967787742615 
1	Person 	 81.94072246551514 


mfa .Flight_attendant_Male_Light34.png
 	Label 	 Score
0	Clothing 	 98.66523146629333 
1	Sky 	 95.77730298042297 
2	Blue 	 90.48452973365784 
3	Dress shirt 	 88.48850727081299 
4	Flash photography 	 87.70501017570496 
5	Sleeve 	 87.24466562271118 
6	Travel 	 83.70628356933594 
7	Sunglasses 	 82.63993859291077 
8	Eyewear 	 80.92880845069885 
9	Aqua 	 80.76335191726685 
	Object 	 Score
0	Pants 	 92.86781549453735 
1	Outerwear 	 91.478830575943 
2	Person 	 89.51947093009949 


mfa .Flight_attendant_Male_Light33.png
 	Label 	 Score
0	Vehicle 	 93.70225667953491 
1	Sky 	 90.41322469711304 
2	Blue 	 89.54610228538513 
3	Aircraft 	 88.85795474052429 
4	Workwear 	 83.4311842918396 
5	Cloud 	 79.96661067008972 
6	Air travel 	 79.2607069015503 
7	Airplane 	 78.91201376914978 
8	Aviation 	 78.29602360725403 
9	Naval architecture 	 78.1348168849945 
	Object 	 Score
0	Pants 	 94.1628634929657 
1	Tie 	 90.71338772773743 
2	Person 	 85.20338535308838 
