ffa .fem-flight-attendants-light-168.jpg
 	Label 	 Score
4	Airplane 	 85.01216173171997 
5	Aviation 	 82.7592670917511 
6	Truck 	 81.89148902893066 
7	Sky 	 81.32950067520142 
8	Travel 	 79.34452295303345 
9	Workwear 	 78.49979996681213 
	Object 	 Score
0	Pants 	 93.78820657730103 
1	Person 	 92.67950057983398 
2	Person 	 91.23479723930359 
3	Pants 	 91.05275273323059 
4	Outerwear 	 90.34297466278076 
5	Person 	 90.32396674156189 
6	Scarf 	 89.62676525115967 
7	Outerwear 	 89.0389084815979 
8	Scarf 	 81.99365735054016 
9	Outerwear 	 80.37658929824829 


ffa .fem-flight-attendants-light-281.png
 	Label 	 Score
0	Neck 	 88.3060097694397 
1	Sleeve 	 87.24504709243774 
2	Waist 	 87.19882369041443 
3	Collar 	 83.88734459877014 
4	Dress 	 83.64899754524231 
5	Hat 	 82.7643632888794 
6	Lipstick 	 81.62427544593811 
7	Fashion design 	 80.7931900024414 
8	Thigh 	 80.11570572853088 
9	Black hair 	 78.94439101219177 
	Object 	 Score
0	Dress 	 94.63501572608948 
1	Person 	 93.33613514900208 
2	Hat 	 87.95079588890076 
3	Scarf 	 87.7542495727539 


ffa .fem-flight-attendants-light-282.png
 	Label 	 Score
0	Sky 	 95.11703848838806 
1	Smile 	 94.79678273200989 
2	Purple 	 88.88411521911621 
3	Travel 	 84.29778814315796 
4	Violet 	 83.75163674354553 
5	Magenta 	 78.52627038955688 
6	Waist 	 76.65973901748657 
7	Happy 	 76.20459198951721 
8	Electric blue 	 73.84776473045349 
9	Fashion design 	 73.82702827453613 
	Object 	 Score
0	Person 	 84.01415944099426 
1	Outerwear 	 79.7475814819336 
2	Skirt 	 77.71300077438354 


ffa .fem-flight-attendants-light-283.png
 	Label 	 Score
0	Vehicle 	 86.2098753452301 
1	Airplane 	 85.17953753471375 
2	Aircraft 	 83.95328521728516 
3	Aviation 	 83.03028345108032 
4	Travel 	 80.66210746765137 
5	Air travel 	 80.58512806892395 
6	Automotive design 	 80.38487434387207 
7	Comfort 	 74.19996857643127 
8	Aerospace manufacturer 	 73.82826209068298 
9	Airliner 	 72.84238934516907 
	Object 	 Score
0	Person 	 91.9638991355896 
1	Luggage & bags 	 83.70190858840942 
2	Outerwear 	 83.43768119812012 
3	Luggage & bags 	 83.16159248352051 
4	Skirt 	 82.77497291564941 
5	Luggage & bags 	 82.50061869621277 
6	Luggage & bags 	 81.83279037475586 
7	Luggage & bags 	 78.25794816017151 
8	Luggage & bags 	 77.67199873924255 
9	Luggage & bags 	 76.6294777393341 


ffa .fem-flight-attendants-light-284.png
 	Label 	 Score
0	Joint 	 97.61554598808289 
1	Shoulder 	 93.93566250801086 
2	Leg 	 92.36271977424622 
3	Hat 	 91.41972661018372 
4	Sleeve 	 87.24504113197327 
5	Thigh 	 85.26042103767395 
6	Knee 	 84.92091298103333 
7	Collar 	 83.66312384605408 
8	Waist 	 82.68746137619019 
9	Fashion design 	 79.03303503990173 
	Object 	 Score
0	Dress 	 93.89474987983704 
1	Person 	 92.81749129295349 
2	Luggage & bags 	 83.4696114063263 
3	Shoe 	 80.44092655181885 
4	Hat 	 78.77807021141052 
5	Shoe 	 78.52464318275452 
6	Scarf 	 73.9250898361206 
7	Luggage & bags 	 68.67205500602722 
8	Skirt 	 55.48948645591736 


ffa .fem-flight-attendants-light-285.png
 	Label 	 Score
0	Smile 	 91.07483625411987 
1	Flight attendant 	 87.42464184761047 
2	Sleeve 	 87.24462985992432 
3	Gesture 	 85.2604866027832 
4	Vehicle 	 84.62789058685303 
5	Collar 	 83.62616896629333 
6	Blazer 	 78.26208472251892 
7	Motor vehicle 	 77.94423699378967 
8	Cap 	 77.09566354751587 
9	Tie 	 76.74623727798462 
	Object 	 Score
0	Outerwear 	 94.31447386741638 
1	Hat 	 92.11193919181824 
2	Person 	 90.48995971679688 
3	Scarf 	 78.92900705337524 


ffa .fem-flight-attendants-light-286.png
 	Label 	 Score
0	Hair 	 98.40296506881714 
1	Hand 	 95.89518904685974 
2	Dress 	 92.25229024887085 
3	Comfort 	 88.5049819946289 
4	Automotive design 	 88.02222609519958 
5	Neck 	 87.6966655254364 
6	Sleeve 	 87.24465370178223 
7	Waist 	 83.97969603538513 
8	Vehicle 	 82.4314832687378 
9	Head restraint 	 79.56940531730652 
	Object 	 Score
0	Dress 	 91.7690098285675 
1	Scarf 	 87.98165321350098 
2	Person 	 83.44478011131287 
3	Pillow 	 61.71897053718567 


ffa .fem-flight-attendants-light-287.png
 	Label 	 Score
0	Leg 	 91.8868899345398 
1	Motor vehicle 	 91.2779688835144 
2	Automotive design 	 90.25056958198547 
3	Comfort 	 89.22523260116577 
4	Flash photography 	 81.67913556098938 
5	Head restraint 	 81.02007508277893 
6	Thigh 	 79.82337474822998 
7	Knee 	 77.28896141052246 
8	Auto part 	 74.67612028121948 
9	Personal luxury car 	 73.92703890800476 
	Object 	 Score
0	Person 	 86.13166213035583 
1	Top 	 75.76855421066284 
2	Luggage & bags 	 51.08692646026611 


ffa .fem-flight-attendants-light-288.png
 	Label 	 Score
0	Shoulder 	 94.08103823661804 
1	Leg 	 91.42652153968811 
2	Sleeve 	 87.24267482757568 
3	Flash photography 	 86.45190000534058 
4	Thigh 	 84.27357077598572 
5	Basic pump 	 83.75064730644226 
6	Knee 	 82.06025958061218 
7	Waist 	 81.77028894424438 
8	Fashion model 	 77.75722742080688 
9	Fashion design 	 77.40522027015686 
	Object 	 Score
0	Person 	 91.90985560417175 
1	Luggage & bags 	 84.89389419555664 
2	Scarf 	 80.97766041755676 
3	Shoe 	 79.81422543525696 
4	Dress 	 79.5756995677948 
5	Person 	 76.1455237865448 
6	Luggage & bags 	 63.82575035095215 
7	Shoe 	 57.985204458236694 
8	Footwear 	 53.75673174858093 


ffa .fem-flight-attendants-light-289.png
 	Label 	 Score
0	Smile 	 96.1993396282196 
1	Shoe 	 94.91224884986877 
2	Leg 	 92.43912696838379 
3	Automotive tire 	 88.55312466621399 
4	Sleeve 	 87.23887205123901 
5	Thigh 	 85.24879217147827 
6	Knee 	 84.7890555858612 
7	Comfort 	 83.70676636695862 
8	Waist 	 82.43504762649536 
9	Automotive design 	 80.59002161026001 
	Object 	 Score
0	Shoe 	 91.21091365814209 
1	Person 	 89.09265995025635 
2	Dress 	 86.84790134429932 
3	Belt 	 78.81875038146973 
4	Top 	 54.662925004959106 


ffa .fem-flight-attendants-light-290.png
 	Label 	 Score
0	Clothing 	 98.79487156867981 
1	Vehicle 	 93.3232307434082 
2	Smile 	 93.14327836036682 
3	Automotive design 	 86.54751181602478 
4	Steering wheel 	 82.92673826217651 
5	Thigh 	 79.7320544719696 
6	Sunglasses 	 75.15293955802917 
7	Human leg 	 74.16350841522217 
8	Flight instruments 	 72.79800176620483 
9	Flash photography 	 70.9678590297699 
	Object 	 Score
0	Hat 	 88.55826258659363 
1	Person 	 87.98120617866516 
2	Top 	 82.0303738117218 
3	Shoe 	 79.66975569725037 
4	Packaged goods 	 58.60958695411682 


ffa .fem-flight-attendants-light-291.png
 	Label 	 Score
0	Smile 	 92.82163381576538 
1	Leg 	 91.70030355453491 
2	Sleeve 	 87.24347949028015 
3	Knee 	 86.10990643501282 
4	Waist 	 85.79832315444946 
5	Thigh 	 85.78647375106812 
6	Flash photography 	 85.38373708724976 
7	Eyewear 	 83.59724283218384 
8	Sportswear 	 77.9143214225769 
9	Fashion design 	 77.32508182525635 
	Object 	 Score
0	Top 	 96.0608422756195 
1	Person 	 91.82420372962952 
2	Shoe 	 91.78734421730042 
3	Skirt 	 90.63776731491089 
4	Shoe 	 87.03171610832214 


ffa .fem-flight-attendants-light-292.png
 	Label 	 Score
0	Face 	 98.34851622581482 
1	Joint 	 97.59392142295837 
2	Shoe 	 95.62094807624817 
3	Leg 	 91.65185689926147 
4	Smile 	 90.29815196990967 
5	Shorts 	 89.39806818962097 
6	Comfort 	 88.27932476997375 
7	Neck 	 87.84076571464539 
8	Knee 	 87.42584586143494 
9	Sleeve 	 87.12714314460754 
	Object 	 Score
0	Person 	 91.618812084198 
1	Shoe 	 85.46180725097656 
2	Dress 	 74.98297095298767 
3	Footwear 	 64.16155099868774 


ffa .fem-flight-attendants-light-293.png
 	Label 	 Score
0	Motor vehicle 	 89.43357467651367 
1	Automotive design 	 88.8517677783966 
2	Smile 	 88.52953314781189 
3	Sleeve 	 87.15438842773438 
4	Workwear 	 85.02951264381409 
5	Gas 	 77.9187560081482 
6	Vehicle door 	 76.57375931739807 
7	Service 	 73.89919757843018 
8	Auto part 	 73.33444952964783 
9	Vehicle 	 73.03497195243835 
	Object 	 Score
0	Top 	 96.16770148277283 
1	Skirt 	 95.65127491950989 
2	Person 	 92.59694218635559 
3	Pants 	 76.85042023658752 
4	Shoe 	 56.49728775024414 


ffa .fem-flight-attendants-light-294.png
 	Label 	 Score
0	Smile 	 92.02887415885925 
1	Automotive design 	 88.01461458206177 
2	Comfort 	 86.54987215995789 
3	Thigh 	 82.56500363349915 
4	Air travel 	 81.36292695999146 
5	Knee 	 78.99278998374939 
6	Vehicle door 	 78.27577590942383 
7	Motor vehicle 	 75.92601180076599 
8	Human leg 	 74.05956387519836 
9	Airline 	 72.72717952728271 
	Object 	 Score
0	Scarf 	 92.66955852508545 
1	Person 	 88.75279426574707 
2	Dress 	 83.10397267341614 
3	Top 	 52.18738913536072 


ffa .fem-flight-attendants-light-295.png
 	Label 	 Score
0	Leg 	 91.73988103866577 
1	Automotive design 	 88.26326727867126 
2	Airplane 	 85.4435682296753 
3	Flight attendant 	 84.60819125175476 
4	Air travel 	 79.68233227729797 
5	Aircraft cabin 	 79.41128015518188 
6	Comfort 	 78.05042862892151 
7	Thigh 	 77.46086716651917 
8	Aerospace manufacturer 	 73.91400933265686 
9	Human leg 	 73.87511730194092 
	Object 	 Score
0	Person 	 86.03435754776001 
1	Dress 	 85.88157296180725 
2	Shoe 	 81.92713260650635 
3	Person 	 80.30857443809509 
4	Miniskirt 	 76.47714614868164 


ffa .fem-flight-attendants-light-296.png
 	Label 	 Score
0	Automotive design 	 89.0148401260376 
1	Sleeve 	 87.22565770149231 
2	Dress 	 85.64596176147461 
3	Motor vehicle 	 84.7762942314148 
4	Shorts 	 84.71084237098694 
5	Waist 	 79.37645316123962 
6	Thigh 	 79.0772020816803 
7	Eyewear 	 77.98763513565063 
8	Vehicle door 	 75.87512731552124 
9	Sunglasses 	 75.48685669898987 
	Object 	 Score
0	Top 	 95.01504302024841 
1	Person 	 92.05888509750366 
2	Skirt 	 89.9329125881195 


ffa .fem-flight-attendants-light-297.png
 	Label 	 Score
0	Joint 	 97.61513471603394 
1	Shoulder 	 94.76423859596252 
2	Leg 	 93.2694137096405 
3	Automotive design 	 90.6836450099945 
4	Comfort 	 89.27309513092041 
5	Dress 	 86.66493892669678 
6	Standing 	 86.42165660858154 
7	Motor vehicle 	 86.19017601013184 
8	Knee 	 83.9942991733551 
9	Thigh 	 83.13460946083069 
	Object 	 Score
0	Shoe 	 92.88658499717712 
1	Top 	 91.28340482711792 
2	Shoe 	 88.92285227775574 
3	Person 	 87.91981935501099 
4	Shoe 	 85.34713983535767 
5	Bag 	 81.80649280548096 
6	Handbag 	 72.65799641609192 
7	Scarf 	 69.3962812423706 
8	Person 	 61.41363978385925 


ffa .fem-flight-attendants-light-298.png
 	Label 	 Score
0	Smile 	 96.45212292671204 
1	Shorts 	 96.01569175720215 
2	Automotive design 	 89.5704984664917 
3	Motor vehicle 	 88.23532462120056 
4	Comfort 	 83.33613276481628 
5	Thigh 	 83.02148580551147 
6	Sunglasses 	 81.50133490562439 
7	Recreation 	 76.39283537864685 
8	Leisure 	 75.53614377975464 
9	Air travel 	 75.14916658401489 
	Object 	 Score
0	Person 	 88.06348443031311 
1	Person 	 83.83220434188843 
2	Top 	 82.50049352645874 
3	Person 	 80.52468299865723 
4	Miniskirt 	 79.9234926700592 
5	Outerwear 	 78.16721796989441 
6	Person 	 71.38698101043701 
7	Dress 	 65.98721742630005 


ffa .fem-flight-attendants-light-299.png
 	Label 	 Score
0	Tire 	 92.14556813240051 
1	Automotive design 	 87.21848726272583 
2	Sleeve 	 87.21176385879517 
3	Automotive tire 	 87.06255555152893 
4	Wheel 	 86.45749092102051 
5	Engineering 	 75.41202306747437 
6	Airplane 	 73.22446703910828 
7	Motor vehicle 	 72.78178930282593 
8	Aircraft 	 72.00536131858826 
9	Aerospace engineering 	 71.40077352523804 
	Object 	 Score
0	Person 	 85.9574556350708 
1	Outerwear 	 84.64779257774353 
2	Hat 	 80.19261956214905 
3	Tire 	 79.63407039642334 
4	Tire 	 74.71311092376709 
5	Chair 	 59.2931866645813 
6	Tire 	 51.92538499832153 


ffa .fem-flight-attendants-light-300.png
 	Label 	 Score
0	Smile 	 97.81554937362671 
1	Dress shirt 	 89.57024216651917 
2	Hat 	 89.44628834724426 
3	Tie 	 88.30244541168213 
4	Fashion 	 87.77641654014587 
5	Sleeve 	 87.24480867385864 
6	Collar 	 84.12843346595764 
7	Thigh 	 82.88350701332092 
8	Knee 	 82.74633288383484 
9	Fashion design 	 80.81398010253906 
	Object 	 Score
0	Person 	 93.05941462516785 
1	Footwear 	 68.7637448310852 
2	Bowtie 	 68.36274266242981 
3	Furniture 	 63.80387544631958 
4	Hat 	 63.75185251235962 
5	Shoe 	 63.36631178855896 
6	Shoe 	 56.18070960044861 


ffa .fem-flight-attendants-light-301.png
 	Label 	 Score
0	Tire 	 94.45192813873291 
1	Dress 	 89.70407247543335 
2	Automotive tire 	 88.14502358436584 
3	Wheel 	 87.8255844116211 
4	Tread 	 87.00493574142456 
5	Gesture 	 85.2604866027832 
6	Motor vehicle 	 83.66583585739136 
7	Smile 	 78.32595109939575 
8	Automotive design 	 75.65736770629883 
9	Hat 	 75.20692944526672 
	Object 	 Score
0	Person 	 86.5460455417633 
1	Person 	 84.12993550300598 
2	Hat 	 81.01028203964233 
3	Person 	 80.6126058101654 
4	Hat 	 77.47849822044373 
5	Outerwear 	 73.879873752594 
6	Hat 	 72.43919372558594 
7	Outerwear 	 70.86188197135925 
8	Person 	 69.88246440887451 
9	Tire 	 69.28516030311584 


ffa .fem-flight-attendants-light-302.png
 	Label 	 Score
0	Motor vehicle 	 87.21104264259338 
1	Military person 	 85.58173179626465 
2	Gesture 	 85.2604866027832 
3	Mode of transport 	 84.94559526443481 
4	Air travel 	 84.31768417358398 
5	Military uniform 	 81.11793994903564 
6	Non-commissioned officer 	 75.874924659729 
7	Aerospace engineering 	 71.79878354072571 
8	Official 	 71.70490622520447 
9	Event 	 71.29201889038086 
	Object 	 Score
0	Shoe 	 92.22214221954346 
1	Shoe 	 91.75218939781189 
2	Person 	 90.51789045333862 
3	Person 	 90.2301013469696 
4	Shoe 	 89.21337127685547 
5	Outerwear 	 84.16844606399536 
6	Outerwear 	 80.52205443382263 
7	Footwear 	 67.7133321762085 
8	Person 	 52.90161371231079 


ffa .fem-flight-attendants-light-303.png
 	Label 	 Score
0	Joint 	 97.56159782409668 
1	Smile 	 96.1729645729065 
2	Leg 	 91.30425453186035 
3	Automotive design 	 88.9352560043335 
4	Motor vehicle 	 88.88856768608093 
5	Thigh 	 85.74987649917603 
6	Collar 	 83.38835835456848 
7	Waist 	 82.9683244228363 
8	Knee 	 82.57421851158142 
9	Sportswear 	 77.24092602729797 
	Object 	 Score
0	Outerwear 	 86.60604357719421 
1	Person 	 84.67671871185303 
2	Scarf 	 59.0558648109436 
3	Shoe 	 55.99472522735596 


ffa .fem-flight-attendants-light-304.png
 	Label 	 Score
0	Smile 	 96.36322259902954 
1	Leg 	 91.8673574924469 
2	Motor vehicle 	 91.24178886413574 
3	Automotive design 	 90.59736132621765 
4	Dress 	 87.00976371765137 
5	Thigh 	 85.47124862670898 
6	Waist 	 83.73427391052246 
7	Automotive lighting 	 80.21195530891418 
8	Knee 	 79.71205115318298 
9	Automotive exterior 	 78.58983278274536 
	Object 	 Score
0	Dress 	 89.81742262840271 
1	Person 	 86.64342164993286 
2	Necklace 	 85.03358364105225 
3	Shoe 	 79.99967932701111 
4	Shoe 	 64.37038779258728 
5	Home appliance 	 53.08138132095337 


ffa .fem-flight-attendants-light-305.png
 	Label 	 Score
0	Footwear 	 98.2491672039032 
1	Joint 	 97.55595326423645 
2	Shoe 	 96.00993990898132 
3	Shoulder 	 93.63328218460083 
4	Leg 	 93.46234798431396 
5	Smile 	 89.17324542999268 
6	Automotive design 	 88.06724548339844 
7	Dress 	 87.97826170921326 
8	Thigh 	 83.41516256332397 
9	Automotive tire 	 82.99162983894348 
	Object 	 Score
0	Shoe 	 93.59659552574158 
1	Outerwear 	 92.23922491073608 
2	Person 	 90.14790058135986 


ffa .fem-flight-attendants-light-306.png
 	Label 	 Score
0	Leg 	 92.01521873474121 
1	Automotive design 	 81.54428005218506 
2	Air travel 	 81.45032525062561 
3	Engineering 	 76.05828046798706 
4	Travel 	 73.94633889198303 
5	Aerospace engineering 	 73.81613254547119 
6	Airline 	 73.70170950889587 
7	Job 	 71.62928581237793 
8	Public transport 	 71.55314683914185 
9	Machine 	 70.83885073661804 
	Object 	 Score
0	Shoe 	 93.04417967796326 
1	Shoe 	 91.83698296546936 
2	Outerwear 	 91.21626019477844 
3	Person 	 88.15295100212097 
4	Skirt 	 55.70124387741089 


ffa .fem-flight-attendants-light-307.png
 	Label 	 Score
0	Cloud 	 95.17428874969482 
1	Sky 	 92.93982982635498 
2	Vehicle 	 91.39281511306763 
3	Aircraft 	 89.90923166275024 
4	Aviation 	 85.78199744224548 
5	Gesture 	 85.2604866027832 
6	Aerospace manufacturer 	 84.3093752861023 
7	Airplane 	 83.62761735916138 
8	Air travel 	 81.49271011352539 
9	Military aircraft 	 76.79309844970703 
	Object 	 Score
0	Person 	 89.80740308761597 
1	Hat 	 84.8688006401062 
2	Luggage & bags 	 52.784812450408936 


ffa .fem-flight-attendants-light-308.png
 	Label 	 Score
0	Cloud 	 97.4722146987915 
1	Sky 	 96.10763788223267 
2	Aircraft 	 87.06669211387634 
3	Vehicle 	 84.30229425430298 
4	Aerospace manufacturer 	 80.56591749191284 
5	Airplane 	 79.64437007904053 
6	Sunset 	 77.28025913238525 
7	Air travel 	 76.09602212905884 
8	Dusk 	 74.9976634979248 
9	Horizon 	 74.7754693031311 
	Object 	 Score
0	Person 	 88.87730836868286 
1	Dress 	 70.58691382408142 
2	Airplane 	 70.5414891242981 


ffa .fem-flight-attendants-light-309.png
 	Label 	 Score
0	Smile 	 95.2406644821167 
1	Photograph 	 94.13952827453613 
2	Sleeve 	 87.24482655525208 
3	Standing 	 86.42165660858154 
4	Gesture 	 85.2604866027832 
5	Aircraft 	 81.17187023162842 
6	Travel 	 81.15389943122864 
7	Happy 	 79.46006655693054 
8	Blazer 	 78.26892137527466 
9	Thigh 	 77.42262482643127 
	Object 	 Score
0	Person 	 90.08924961090088 
1	Outerwear 	 86.440908908844 


ffa .fem-flight-attendants-light-310.png
 	Label 	 Score
0	Sleeve 	 86.33596897125244 
1	Automotive design 	 80.51599860191345 
2	Workwear 	 79.85146045684814 
3	Engineering 	 77.88410782814026 
4	Electric blue 	 73.55262041091919 
5	Service 	 73.0778694152832 
6	Machine 	 71.76862955093384 
7	Job 	 67.18916296958923 
8	Aerospace engineering 	 64.15217518806458 
9	Employment 	 63.855886459350586 
	Object 	 Score
0	Scarf 	 90.37798643112183 
1	Person 	 89.56103324890137 
2	Belt 	 81.70109987258911 
3	Dress 	 71.01136445999146 
4	Skirt 	 65.7252848148346 


ffa .fem-flight-attendants-light-311.png
 	Label 	 Score
0	Smile 	 95.42105197906494 
1	Vehicle 	 93.20522546768188 
2	Aircraft 	 90.59928059577942 
3	Aviation 	 88.39236497879028 
4	Air travel 	 88.35449814796448 
5	Hood 	 88.27522397041321 
6	Airplane 	 87.22195029258728 
7	Automotive design 	 86.67850494384766 
8	Gesture 	 85.2604866027832 
9	Aerospace manufacturer 	 83.32025408744812 
	Object 	 Score
0	Dress 	 92.25117564201355 
1	Person 	 90.61386585235596 
2	Person 	 81.22524619102478 
3	Scarf 	 65.37500023841858 


ffa .fem-flight-attendants-light-312.png
 	Label 	 Score
0	Automotive design 	 82.60873556137085 
1	Engineering 	 77.66538858413696 
2	Sleeve 	 75.39069056510925 
3	Workwear 	 74.74049925804138 
4	Electric blue 	 73.21161031723022 
5	Machine 	 70.37765383720398 
6	Service 	 69.00718808174133 
7	Job 	 67.05153584480286 
8	Fashion design 	 66.2497341632843 
9	Aerospace engineering 	 64.88797068595886 
	Object 	 Score
0	Scarf 	 93.18817257881165 
1	Person 	 89.52476382255554 
2	Belt 	 72.50237464904785 
3	Skirt 	 57.32645392417908 
4	Dress 	 55.85867166519165 


ffa .fem-flight-attendants-light-313.png
 	Label 	 Score
0	Sky 	 94.46598291397095 
1	White 	 92.18624830245972 
2	Leg 	 90.9863531589508 
3	Cloud 	 90.96606969833374 
4	Aircraft 	 89.20774459838867 
5	Sleeve 	 87.14038133621216 
6	Airplane 	 86.34930849075317 
7	Monoplane 	 85.09499430656433 
8	Aerospace manufacturer 	 83.12243223190308 
9	Vehicle 	 82.8515112400055 
	Object 	 Score
0	Shoe 	 92.30555891990662 
1	Shoe 	 91.70502424240112 
2	Top 	 90.84911346435547 
3	Person 	 88.27496767044067 
4	Skirt 	 85.90026497840881 


ffa .fem-flight-attendants-light-314.png
 	Label 	 Score
0	Vehicle 	 93.82634162902832 
1	White 	 92.18794107437134 
2	Boat 	 91.2992000579834 
3	Hat 	 89.62603807449341 
4	Naval architecture 	 86.33202314376831 
5	Travel 	 85.31960248947144 
6	Mode of transport 	 85.04741787910461 
7	Watercraft 	 84.90206599235535 
8	Automotive design 	 82.09405541419983 
9	Motor vehicle 	 81.82339072227478 
	Object 	 Score
0	Top 	 88.34365010261536 
1	Skirt 	 88.09319138526917 
2	Person 	 86.58136129379272 
3	Hat 	 51.43938064575195 


ffa .fem-flight-attendants-light-315.png
 	Label 	 Score
0	Leg 	 91.02957248687744 
1	Shorts 	 90.96950888633728 
2	Yellow 	 84.62581634521484 
3	Automotive design 	 83.8019847869873 
4	Air travel 	 82.32921957969666 
5	Leisure 	 80.8544933795929 
6	Thigh 	 79.86236810684204 
7	Travel 	 79.57718968391418 
8	Comfort 	 76.96864008903503 
9	Fun 	 76.73465013504028 
	Object 	 Score
0	Skirt 	 94.51525211334229 
1	Top 	 94.12839412689209 
2	Person 	 89.24586176872253 
3	Luggage & bags 	 57.371753454208374 


ffa .fem-flight-attendants-light-316.png
 	Label 	 Score
0	Photograph 	 94.19618248939514 
1	Vehicle 	 91.12498760223389 
2	Aircraft 	 90.86875915527344 
3	Aerospace manufacturer 	 82.95425176620483 
4	Airplane 	 81.47978186607361 
5	Aviation 	 79.09864783287048 
6	Blazer 	 78.25897336006165 
7	Waist 	 76.1942207813263 
8	Fashion design 	 75.95750093460083 
9	Travel 	 74.63034987449646 
	Object 	 Score
0	Person 	 88.23376297950745 
1	Outerwear 	 80.7058572769165 
2	Skirt 	 79.72617149353027 
3	Luggage & bags 	 55.59885501861572 


ffa .fem-flight-attendants-light-317.png
 	Label 	 Score
0	Joint 	 97.5374162197113 
1	Hat 	 87.90014982223511 
2	Fashion 	 87.81172037124634 
3	Sleeve 	 87.24504113197327 
4	Waist 	 85.02905368804932 
5	Collar 	 83.81497263908386 
6	Knee 	 83.54484438896179 
7	Luggage and bags 	 79.9875795841217 
8	Blazer 	 78.2765805721283 
9	Bag 	 78.2490074634552 
	Object 	 Score
0	Scarf 	 93.82770657539368 
1	Outerwear 	 91.73619151115417 
2	Luggage & bags 	 86.17354035377502 
3	Person 	 85.42757034301758 
4	Skirt 	 83.39633345603943 
5	Luggage & bags 	 79.32665944099426 
6	Suitcase 	 69.07138228416443 
7	Shoe 	 57.088303565979004 


ffa .fem-flight-attendants-light-318.png
 	Label 	 Score
0	Smile 	 93.79425048828125 
1	Blue 	 90.61935544013977 
2	Azure 	 89.28024768829346 
3	Dress 	 88.60939741134644 
4	Sleeve 	 87.19740509986877 
5	Gesture 	 85.2604866027832 
6	Entertainment 	 78.82334589958191 
7	Electric blue 	 76.92427635192871 
8	Fashion design 	 75.09992718696594 
9	Microphone 	 74.26926493644714 
	Object 	 Score
0	Person 	 88.03604245185852 
1	Person 	 75.30993223190308 


ffa .fem-flight-attendants-light-319.png
 	Label 	 Score
0	Cloud 	 98.18065166473389 
1	Sky 	 97.3236083984375 
2	Blue 	 92.42618083953857 
3	Aircraft 	 90.47408103942871 
4	Gesture 	 85.2604866027832 
5	Aerospace manufacturer 	 84.3660831451416 
6	Airplane 	 83.9775562286377 
7	Aviation 	 82.58037567138672 
8	Propeller 	 82.31051564216614 
9	Vehicle 	 81.65913820266724 
	Object 	 Score
0	Hat 	 90.60679078102112 
1	Person 	 87.9773736000061 
2	Airplane 	 81.7323386669159 
3	Glove 	 77.87344455718994 
4	Clothing 	 61.16111874580383 


ffa .fem-flight-attendants-light-320.png
 	Label 	 Score
0	Sky 	 97.58161902427673 
1	Cloud 	 97.39619493484497 
2	Vehicle 	 93.74052286148071 
3	Aircraft 	 92.75246262550354 
4	Aviation 	 87.23524808883667 
5	Airplane 	 87.15890645980835 
6	Gesture 	 85.2604866027832 
7	Air travel 	 84.97090339660645 
8	Travel 	 83.96660089492798 
9	Airliner 	 79.36307191848755 
	Object 	 Score
0	Person 	 84.89555716514587 
1	Hat 	 83.42000842094421 
2	Outerwear 	 76.04731321334839 
3	Coat 	 56.478118896484375 
4	Airplane 	 55.43332099914551 


ffa .fem-flight-attendants-light-321.png
 	Label 	 Score
0	Smile 	 97.10255861282349 
1	Shoe 	 95.57390809059143 
2	Sky 	 94.9794352054596 
3	Fashion 	 87.85496950149536 
4	Vehicle 	 85.20054817199707 
5	Flooring 	 80.15316128730774 
6	Motor vehicle 	 78.60773801803589 
7	Team 	 76.85134410858154 
8	Event 	 74.63923692703247 
9	Automotive design 	 73.991459608078 
	Object 	 Score
0	Person 	 90.67692160606384 
1	Person 	 89.26730751991272 
2	Person 	 89.23596143722534 
3	Person 	 88.81052732467651 
4	Person 	 88.48122358322144 
5	Person 	 88.42769861221313 
6	Person 	 88.27426433563232 
7	Person 	 87.07408308982849 
8	Dress 	 86.41629219055176 
9	Person 	 86.23155355453491 


ffa .fem-flight-attendants-light-322.png
 	Label 	 Score
0	Smile 	 95.11542320251465 
1	Automotive design 	 90.36129117012024 
2	Aircraft cabin 	 88.58808875083923 
3	Vehicle 	 87.35531568527222 
4	Airplane 	 85.05856394767761 
5	Air travel 	 83.67282748222351 
6	Aviation 	 81.47977590560913 
7	Aircraft 	 80.92643618583679 
8	Aerospace manufacturer 	 78.39556932449341 
9	Airliner 	 74.76937770843506 
	Object 	 Score
0	Person 	 89.33582305908203 
1	Miniskirt 	 84.96623039245605 
2	Top 	 67.8914487361908 


ffa .fem-flight-attendants-light-323.png
 	Label 	 Score
0	Sky 	 95.00613808631897 
1	Shoe 	 94.91946697235107 
2	Snow 	 89.96400833129883 
3	Tree 	 87.93938755989075 
4	People in nature 	 87.93359398841858 
5	Dress 	 86.68941259384155 
6	Standing 	 86.42165660858154 
7	Gesture 	 85.2604866027832 
8	Freezing 	 84.34321284294128 
9	Knee 	 81.18545413017273 
	Object 	 Score
0	Outerwear 	 92.6811933517456 
1	Person 	 89.50822949409485 
2	Hat 	 60.61394214630127 


ffa .fem-flight-attendants-light-324.png
 	Label 	 Score
0	Train 	 93.51837038993835 
1	Automotive design 	 89.20124769210815 
2	Comfort 	 85.76929569244385 
3	Public transport 	 77.87841558456421 
4	Travel 	 75.9247362613678 
